1529,BAIC X25,2019,0,1,0,1,0,0,9320,5980000,04/05/2020,baic
2353,BAIC X25,2018,0,1,0,1,0,0,33500,5290000,31/03/2020,baic
2528,BAIC X25,2018,0,1,0,1,0,0,3000,5780000,25/03/2020,baic
451,BAIC X35,2017,0,1,0,1,0,0,30402,5980000,17/06/2020,baic
1369,BAIC X35,2017,0,1,0,1,0,0,40100,5980000,08/05/2020,baic
3339,BAIC X35,2017,0,1,0,1,0,0,97000,5890000,06/03/2020,baic
605,BAIC X55,2017,0,1,0,1,0,0,67500,6590000,12/06/2020,baic
966,BAIC X55,2018,1,0,0,1,0,0,44000,7500000,20/05/2020,baic
192,BMW 116,2014,1,0,0,0,1,0,110000,10990000,25/06/2020,bmw
587,BMW 116,2013,1,0,0,1,0,0,49000,9490000,15/06/2020,bmw
1117,BMW 116,2011,0,1,0,1,0,0,118549,6900000,15/05/2020,bmw
2404,BMW 116,2014,1,0,0,1,0,0,66748,9980000,28/03/2020,bmw
2876,BMW 116,2012,0,1,0,1,0,0,117556,6980000,18/03/2020,bmw
33,BMW 118,2019,1,0,0,1,0,0,20000,16890000,02/07/2020,bmw
175,BMW 118,2020,1,0,0,1,0,0,1801,19370000,26/06/2020,bmw
513,BMW 118,2020,1,0,0,1,0,0,5500,19370000,16/06/2020,bmw
532,BMW 118,2018,1,0,0,1,0,0,31767,14250000,16/06/2020,bmw
644,BMW 118,2018,1,0,0,0,1,0,32604,16060000,10/06/2020,bmw
1119,BMW 118,2020,1,0,0,1,0,0,3237,19370000,14/05/2020,bmw
1431,BMW 118,2020,1,0,0,1,0,0,3787,19370000,06/05/2020,bmw
1570,BMW 118,2018,0,1,0,1,0,0,30000,12490000,30/04/2020,bmw
1666,BMW 118,2018,1,0,0,1,0,0,27000,14570000,27/04/2020,bmw
1778,BMW 118,2020,1,0,0,1,0,0,4299,19370000,24/04/2020,bmw
1955,BMW 118,2020,1,0,0,1,0,0,8103,19370000,20/04/2020,bmw
1958,BMW 118,2020,1,0,0,1,0,0,8575,19360000,20/04/2020,bmw
2005,BMW 118,2020,1,0,0,1,0,0,2005,19370000,17/04/2020,bmw
2021,BMW 118,2020,1,0,0,1,0,0,4005,19370000,17/04/2020,bmw
2142,BMW 118,2015,1,0,0,1,0,0,63000,11980000,09/04/2020,bmw
2158,BMW 118,2020,1,0,0,1,0,0,3026,19360000,09/04/2020,bmw
2247,BMW 118,2020,1,0,0,1,0,0,3534,16570000,06/04/2020,bmw
2479,BMW 118,2020,1,0,0,1,0,0,8056,19360000,26/03/2020,bmw
2547,BMW 118,2020,1,0,0,1,0,0,6250,19360000,24/03/2020,bmw
2548,BMW 118,2020,1,0,0,1,0,0,4670,19360000,24/03/2020,bmw
2731,BMW 118,2020,1,0,0,1,0,0,4670,19360000,19/03/2020,bmw
2736,BMW 118,2020,1,0,0,1,0,0,6002,19360000,19/03/2020,bmw
2977,BMW 118,2020,1,0,0,1,0,0,3037,19890000,17/03/2020,bmw
645,BMW 120,2018,1,0,0,1,0,0,42495,16360000,10/06/2020,bmw
986,BMW 120,2018,1,0,0,1,0,0,26243,15260000,19/05/2020,bmw
1011,BMW 120,2017,0,1,0,1,0,0,31467,11760000,18/05/2020,bmw
1265,BMW 120,2017,1,0,0,1,0,0,75000,12400000,12/05/2020,bmw
1949,BMW 120,2018,1,0,0,1,0,0,27000,15900000,21/04/2020,bmw
2042,BMW 120,2018,1,0,0,1,0,0,42495,15260000,16/04/2020,bmw
2296,BMW 120,2018,1,0,0,1,0,0,29391,15260000,03/04/2020,bmw
2650,BMW 120,2019,1,0,0,1,0,0,5332,21990000,23/03/2020,bmw
2673,BMW 120,2018,1,0,0,1,0,0,52000,16290000,21/03/2020,bmw
3021,BMW 135,2016,1,0,0,1,0,0,58000,17870000,16/03/2020,bmw
1022,BMW 220,2018,1,0,0,1,0,0,44495,17160000,18/05/2020,bmw
1314,BMW 220,2016,1,0,0,1,0,0,61668,15990000,11/05/2020,bmw
2041,BMW 220,2019,1,0,0,1,0,0,9512,20370000,16/04/2020,bmw
2248,BMW 220,2020,1,0,0,1,0,0,4578,24760000,06/04/2020,bmw
1589,BMW 235,2020,1,0,0,1,0,0,1117,35990000,30/04/2020,bmw
1620,BMW 240M,2020,1,0,0,1,0,0,1774,30480000,29/04/2020,bmw
1704,BMW 240M,2017,1,0,0,1,0,0,72000,21700000,27/04/2020,bmw
2680,BMW 240M,2017,1,0,0,1,0,0,27610,22470000,20/03/2020,bmw
2879,BMW 316,2014,1,0,0,1,0,0,120000,10500000,18/03/2020,bmw
1032,BMW 318,2016,1,0,0,1,0,0,49031,12890000,18/05/2020,bmw
1103,BMW 318,2017,1,0,0,1,0,0,18900,15900000,15/05/2020,bmw
1275,BMW 318,2009,1,0,0,1,0,0,109066,6390000,12/05/2020,bmw
2159,BMW 318,2017,1,0,0,1,0,0,36056,13790000,09/04/2020,bmw
2351,BMW 318,2016,1,0,0,1,0,0,35806,12500000,31/03/2020,bmw
63,BMW 320,2011,1,0,0,1,0,0,145000,7590000,01/07/2020,bmw
320,BMW 320,2010,1,0,0,1,0,0,150000,5990000,22/06/2020,bmw
523,BMW 320,2017,1,0,0,1,0,0,21000,17890000,16/06/2020,bmw
525,BMW 320,2020,1,0,0,0,1,0,3794,27880000,16/06/2020,bmw
533,BMW 320,2020,1,0,0,0,1,0,4910,27560000,16/06/2020,bmw
649,BMW 320,2015,1,0,0,0,1,0,77781,12470000,10/06/2020,bmw
672,BMW 320,2012,1,0,0,1,0,0,70000,9980000,08/06/2020,bmw
1059,BMW 320,2018,1,0,0,1,0,0,56345,16990000,17/05/2020,bmw
1267,BMW 320,2017,1,0,0,1,0,0,46000,16390000,12/05/2020,bmw
1497,BMW 320,2020,1,0,0,0,1,0,1003,27880000,05/05/2020,bmw
1673,BMW 320,2020,1,0,0,0,1,0,4174,30880000,27/04/2020,bmw
1796,BMW 320,2018,1,0,0,0,1,0,21590,20890000,24/04/2020,bmw
1951,BMW 320,2013,1,0,0,1,0,0,88000,8800000,21/04/2020,bmw
2036,BMW 320,2015,1,0,0,0,1,0,77747,12460000,16/04/2020,bmw
2299,BMW 320,2019,1,0,0,0,1,0,6683,25260000,03/04/2020,bmw
2491,BMW 320,2020,1,0,0,0,1,0,3028,27560000,26/03/2020,bmw
3171,BMW 320,2017,1,0,0,0,1,0,46507,16990000,11/03/2020,bmw
2133,BMW 325,2012,0,0,1,1,0,0,130000,8990000,11/04/2020,bmw
1776,BMW 330,2020,1,0,0,1,0,0,1772,31080000,24/04/2020,bmw
1198,BMW 335,2016,1,0,0,1,0,0,98462,15990000,12/05/2020,bmw
1670,BMW 418,2020,1,0,0,1,0,0,1549,22480000,27/04/2020,bmw
1672,BMW 418,2020,1,0,0,1,0,0,1641,22480000,27/04/2020,bmw
2006,BMW 418,2020,1,0,0,1,0,0,1086,22480000,17/04/2020,bmw
2964,BMW 418,2020,1,0,0,1,0,0,4652,21360000,17/03/2020,bmw
233,BMW 420,2019,1,0,0,1,0,0,18000,23500000,24/06/2020,bmw
514,BMW 420,2020,1,0,0,1,0,0,4400,29960000,16/06/2020,bmw
985,BMW 420,2018,1,0,0,1,0,0,31647,19960000,19/05/2020,bmw
1010,BMW 420,2020,1,0,0,1,0,0,3400,27460000,18/05/2020,bmw
1021,BMW 420,2020,1,0,0,1,0,0,3718,24960000,18/05/2020,bmw
1171,BMW 420,2020,1,0,0,1,0,0,7269,24960000,13/05/2020,bmw
1173,BMW 420,2016,1,0,0,1,0,0,57260,16060000,13/05/2020,bmw
1350,BMW 420,2017,1,0,0,1,0,0,25900,21990000,08/05/2020,bmw
1433,BMW 420,2019,1,0,0,1,0,0,33000,22500000,06/05/2020,bmw
1591,BMW 420,2020,1,0,0,1,0,0,1646,30680000,30/04/2020,bmw
1624,BMW 420,2020,1,0,0,1,0,0,3267,29960000,29/04/2020,bmw
1771,BMW 420,2019,1,0,0,1,0,0,2800,24890000,24/04/2020,bmw
2010,BMW 420,2015,1,0,0,1,0,0,32000,15990000,17/04/2020,bmw
2061,BMW 420,2020,1,0,0,1,0,0,4769,29960000,15/04/2020,bmw
2278,BMW 420,2018,1,0,0,1,0,0,48991,18770000,06/04/2020,bmw
2293,BMW 420,2016,1,0,0,1,0,0,88000,15960000,03/04/2020,bmw
2297,BMW 420,2016,1,0,0,1,0,0,36000,16960000,03/04/2020,bmw
2474,BMW 420,2015,1,0,0,1,0,0,26212,16300000,26/03/2020,bmw
2679,BMW 420,2020,1,0,0,1,0,0,3688,29960000,20/03/2020,bmw
2682,BMW 420,2018,1,0,0,1,0,0,23769,19960000,20/03/2020,bmw
2040,BMW 440,2020,1,0,0,1,0,0,4227,37660000,16/04/2020,bmw
2230,BMW 440,2020,1,0,0,1,0,0,4066,37660000,07/04/2020,bmw
2990,BMW 440,2017,1,0,0,1,0,0,44560,24460000,17/03/2020,bmw
517,BMW 520,2020,1,0,0,0,1,0,6200,30960000,16/06/2020,bmw
526,BMW 520,2020,1,0,0,1,0,0,5114,29960000,16/06/2020,bmw
774,BMW 520,2019,1,0,0,0,1,0,4605,26560000,03/06/2020,bmw
775,BMW 520,2019,1,0,0,0,1,0,6002,26460000,03/06/2020,bmw
1088,BMW 520,2017,1,0,0,1,0,0,52000,19490000,15/05/2020,bmw
1439,BMW 520,2020,1,0,0,1,0,0,2123,31580000,06/05/2020,bmw
1446,BMW 520,2012,1,0,0,0,1,0,124000,10900000,06/05/2020,bmw
1496,BMW 520,2020,1,0,0,1,0,0,3645,29960000,05/05/2020,bmw
1655,BMW 520,2020,1,0,0,1,0,0,3646,29960000,28/04/2020,bmw
1656,BMW 520,2019,1,0,0,0,1,0,32000,23900000,28/04/2020,bmw
1680,BMW 520,2020,1,0,0,0,1,0,6602,32580000,27/04/2020,bmw
1683,BMW 520,2019,1,0,0,0,1,0,8480,26570000,27/04/2020,bmw
1871,BMW 520,2017,1,0,0,1,0,0,38232,18999999,23/04/2020,bmw
2232,BMW 520,2020,1,0,0,1,0,0,3843,29960000,07/04/2020,bmw
2300,BMW 520,2019,1,0,0,0,1,0,1500,26460000,03/04/2020,bmw
2394,BMW 520,2013,1,0,0,1,0,0,119000,11490000,28/03/2020,bmw
2478,BMW 520,2020,1,0,0,0,1,0,5229,29960000,26/03/2020,bmw
2678,BMW 520,2020,1,0,0,0,1,0,5927,29960000,20/03/2020,bmw
2724,BMW 520,2020,1,0,0,1,0,0,3088,29960000,19/03/2020,bmw
1009,BMW 530,2019,1,0,0,0,1,0,4300,34560000,18/05/2020,bmw
1525,BMW 530,2020,1,0,0,1,0,0,2498,39580000,04/05/2020,bmw
1636,BMW 530,2014,1,0,0,0,1,0,23000,27980000,28/04/2020,bmw
1682,BMW 530,2019,1,0,0,1,0,0,4110,30570000,27/04/2020,bmw
1686,BMW 530,2019,1,0,0,0,1,0,4670,34570000,27/04/2020,bmw
2229,BMW 530,2019,1,0,0,0,1,0,6026,34570000,07/04/2020,bmw
2246,BMW 530,2020,1,0,0,0,1,0,5793,39760000,06/04/2020,bmw
2476,BMW 530,2018,1,0,0,0,0,1,8305,31560000,26/03/2020,bmw
3286,BMW 530,2019,1,0,0,0,1,0,5621,34560000,09/03/2020,bmw
983,BMW 540,2019,1,0,0,1,0,0,7477,36160000,19/05/2020,bmw
1070,BMW 540,2020,1,0,0,1,0,0,3437,39760000,16/05/2020,bmw
1590,BMW 540,2020,1,0,0,1,0,0,3695,43760000,30/04/2020,bmw
1681,BMW 540,2020,1,0,0,1,0,0,4936,39760000,27/04/2020,bmw
2681,BMW 540,2020,1,0,0,1,0,0,3488,39760000,20/03/2020,bmw
2956,BMW 540,2020,1,0,0,1,0,0,1360,39760000,17/03/2020,bmw
1787,BMW 550,2020,1,0,0,1,0,0,2022,55680000,24/04/2020,bmw
2292,BMW 640,2018,1,0,0,1,0,0,14776,31560000,03/04/2020,bmw
152,BMW 740,2014,1,0,0,1,0,0,44070,19990000,26/06/2020,bmw
521,BMW I3,2018,1,0,0,0,0,1,11346,24360000,16/06/2020,bmw
982,BMW I3,2017,1,0,0,0,0,1,14780,21560000,19/05/2020,bmw
1020,BMW I3,2018,1,0,0,0,0,1,25808,22960000,18/05/2020,bmw
1148,BMW I3,2017,1,0,0,0,0,1,18216,22260000,13/05/2020,bmw
1149,BMW I3,2017,1,0,0,0,0,1,14975,22960000,13/05/2020,bmw
1498,BMW I3,2018,1,0,0,0,0,1,5539,25680000,05/05/2020,bmw
1671,BMW I3,2019,1,0,0,0,0,1,3279,27990000,27/04/2020,bmw
515,BMW I8,2020,1,0,0,0,0,1,2300,98980000,16/06/2020,bmw
519,BMW M2,2020,1,0,0,1,0,0,2300,51880000,16/06/2020,bmw
1515,BMW M2,2017,1,0,0,1,0,0,43319,37090000,04/05/2020,bmw
2980,BMW M2,2018,1,0,0,1,0,0,6400,41990000,17/03/2020,bmw
2644,BMW M4,2017,1,0,0,1,0,0,55000,37990000,23/03/2020,bmw
3053,BMW M4,2016,1,0,0,1,0,0,45966,38900000,15/03/2020,bmw
1523,BMW M5,2017,1,0,0,1,0,0,47383,38990000,04/05/2020,bmw
32,BMW X1,2018,1,0,0,0,1,0,18000,17400000,02/07/2020,bmw
274,BMW X1,2016,1,0,0,1,0,0,34083,17490000,24/06/2020,bmw
340,BMW X1,2020,1,0,0,0,1,0,2300,24460000,20/06/2020,bmw
360,BMW X1,2020,1,0,0,0,1,0,1847,26860000,19/06/2020,bmw
361,BMW X1,2019,1,0,0,1,0,0,29000,18370000,19/06/2020,bmw
362,BMW X1,2018,1,0,0,1,0,0,1000,17760000,19/06/2020,bmw
364,BMW X1,2019,1,0,0,0,1,0,5580,24870000,19/06/2020,bmw
512,BMW X1,2020,1,0,0,1,0,0,3450,22460000,16/06/2020,bmw
516,BMW X1,2020,1,0,0,1,0,0,2200,22470000,16/06/2020,bmw
518,BMW X1,2020,1,0,0,0,1,0,2660,24460000,16/06/2020,bmw
520,BMW X1,2020,1,0,0,0,1,0,4334,24460000,16/06/2020,bmw
524,BMW X1,2019,1,0,0,0,1,0,2300,22670000,16/06/2020,bmw
527,BMW X1,2020,1,0,0,0,1,0,5800,24460000,16/06/2020,bmw
534,BMW X1,2020,1,0,0,0,1,0,2186,24460000,16/06/2020,bmw
573,BMW X1,2018,1,0,0,1,0,0,45000,14990000,15/06/2020,bmw
980,BMW X1,2020,1,0,0,0,1,0,6600,21670000,19/05/2020,bmw
992,BMW X1,2016,1,0,0,1,0,0,59138,14400000,19/05/2020,bmw
993,BMW X1,2020,1,0,0,1,0,0,6788,22460000,18/05/2020,bmw
1019,BMW X1,2017,1,0,0,0,1,0,47027,16360000,18/05/2020,bmw
1031,BMW X1,2020,1,0,0,1,0,0,6781,28460000,18/05/2020,bmw
1269,BMW X1,2017,1,0,0,0,1,0,52000,17990000,12/05/2020,bmw
1395,BMW X1,2018,1,0,0,1,0,0,50000,17680000,07/05/2020,bmw
1552,BMW X1,2018,1,0,0,0,1,0,50000,17590000,01/05/2020,bmw
1610,BMW X1,2020,1,0,0,0,1,0,8469,24460000,29/04/2020,bmw
1622,BMW X1,2020,1,0,0,0,1,0,4632,24460000,29/04/2020,bmw
1623,BMW X1,2020,1,0,0,0,1,0,10860,24460000,29/04/2020,bmw
1626,BMW X1,2020,1,0,0,1,0,0,4648,28460000,29/04/2020,bmw
1678,BMW X1,2020,1,0,0,0,1,0,5574,24460000,27/04/2020,bmw
1679,BMW X1,2020,1,0,0,0,1,0,5217,24460000,27/04/2020,bmw
1684,BMW X1,2019,1,0,0,1,0,0,11000,19580000,27/04/2020,bmw
1956,BMW X1,2020,1,0,0,0,1,0,8364,24460000,20/04/2020,bmw
2037,BMW X1,2018,1,0,0,1,0,0,10071,17370000,16/04/2020,bmw
2039,BMW X1,2020,1,0,0,0,1,0,5095,24460000,16/04/2020,bmw
2114,BMW X1,2020,1,0,0,0,1,0,4357,21680000,14/04/2020,bmw
2195,BMW X1,2013,1,0,0,0,1,0,95000,11390000,08/04/2020,bmw
2241,BMW X1,2018,1,0,0,0,1,0,53159,16960000,06/04/2020,bmw
2280,BMW X1,2017,1,0,0,1,0,0,32870,15960000,06/04/2020,bmw
2298,BMW X1,2018,1,0,0,1,0,0,33115,19260000,03/04/2020,bmw
2737,BMW X1,2020,1,0,0,0,1,0,5447,24460000,19/03/2020,bmw
3169,BMW X1,2018,1,0,0,1,0,0,17902,17360000,11/03/2020,bmw
3263,BMW X1,2018,1,0,0,1,0,0,46000,16990000,09/03/2020,bmw
359,BMW X2,2020,1,0,0,1,0,0,4659,27560000,19/06/2020,bmw
496,BMW X2,2020,1,0,0,0,1,0,7000,31270000,17/06/2020,bmw
1398,BMW X2,2019,1,0,0,1,0,0,4010,26460000,07/05/2020,bmw
1513,BMW X2,2020,1,0,0,1,0,0,3318,29280000,04/05/2020,bmw
1524,BMW X2,2018,1,0,0,1,0,0,20400,24990000,04/05/2020,bmw
1592,BMW X2,2020,1,0,0,1,0,0,3860,27560000,30/04/2020,bmw
1677,BMW X2,2020,1,0,0,0,1,0,2940,23860000,27/04/2020,bmw
1685,BMW X2,2020,1,0,0,0,1,0,12682,23960000,27/04/2020,bmw
1793,BMW X2,2020,1,0,0,0,1,0,1489,24880000,24/04/2020,bmw
1794,BMW X2,2020,1,0,0,1,0,0,1266,37780000,24/04/2020,bmw
1795,BMW X2,2020,1,0,0,0,1,0,1649,30780000,24/04/2020,bmw
1895,BMW X2,2020,1,0,0,1,0,0,5876,27560000,22/04/2020,bmw
2038,BMW X2,2020,1,0,0,0,1,0,1626,24860000,16/04/2020,bmw
2960,BMW X2,2020,1,0,0,1,0,0,3697,35660000,17/03/2020,bmw
358,BMW X3,2020,1,0,0,1,0,0,3398,38660000,19/06/2020,bmw
363,BMW X3,2018,1,0,0,0,1,0,22000,34490000,19/06/2020,bmw
449,BMW X3,2019,1,0,0,1,0,0,16000,32960000,17/06/2020,bmw
650,BMW X3,2012,0,1,0,0,1,0,77903,13280000,10/06/2020,bmw
1017,BMW X3,2020,1,0,0,0,1,0,1200,30460000,18/05/2020,bmw
1018,BMW X3,2019,1,0,0,1,0,0,13993,33160000,18/05/2020,bmw
1319,BMW X3,2015,1,0,0,1,0,0,65000,15980000,10/05/2020,bmw
1611,BMW X3,2018,1,0,0,1,0,0,46000,21990000,29/04/2020,bmw
1674,BMW X3,2020,1,0,0,0,1,0,3908,31380000,27/04/2020,bmw
1676,BMW X3,2020,1,0,0,0,1,0,4528,29960000,27/04/2020,bmw
1791,BMW X3,2020,1,0,0,0,1,0,2055,31380000,24/04/2020,bmw
1792,BMW X3,2015,1,0,0,0,1,0,12000,27980000,24/04/2020,bmw
1957,BMW X3,2020,1,0,0,0,1,0,11411,29960000,20/04/2020,bmw
2231,BMW X3,2020,1,0,0,0,1,0,3437,29960000,07/04/2020,bmw
2233,BMW X3,2018,1,0,0,0,1,0,56399,23760000,07/04/2020,bmw
2250,BMW X3,2020,1,0,0,0,1,0,6649,29960000,06/04/2020,bmw
2251,BMW X3,2012,0,1,0,0,1,0,77902,13290000,06/04/2020,bmw
2435,BMW X3,2014,1,0,0,1,0,0,68255,12980000,26/03/2020,bmw
2473,BMW X3,2011,1,0,0,0,1,0,160601,9800000,26/03/2020,bmw
2987,BMW X3,2018,1,0,0,1,0,0,27200,25470000,17/03/2020,bmw
668,BMW X4,2015,1,0,0,0,1,0,45000,19780000,08/06/2020,bmw
1007,BMW X4,2019,1,0,0,1,0,0,21793,36960000,18/05/2020,bmw
1085,BMW X4,2020,1,0,0,0,1,0,1406,39880000,15/05/2020,bmw
2497,BMW X4,2018,1,0,0,1,0,0,54272,26470000,26/03/2020,bmw
3170,BMW X4,2018,1,0,0,1,0,0,48863,25360000,11/03/2020,bmw
3285,BMW X4,2020,1,0,0,0,1,0,1410,39560000,09/03/2020,bmw
357,BMW X5,2019,1,0,0,1,0,0,11374,34260000,19/06/2020,bmw
574,BMW X5,2013,1,0,0,1,0,0,86000,12990000,15/06/2020,bmw
1016,BMW X5,2020,1,0,0,0,1,0,6232,45360000,18/05/2020,bmw
1359,BMW X5,2019,1,0,0,1,0,0,23000,34900000,08/05/2020,bmw
1440,BMW X5,2019,1,0,0,0,1,0,12535,45360000,06/05/2020,bmw
1573,BMW X5,2020,1,0,0,1,0,0,9799,44460000,30/04/2020,bmw
1575,BMW X5,2019,1,0,0,1,0,0,33300,34390000,30/04/2020,bmw
1604,BMW X5,2016,1,0,0,0,1,0,75500,21580000,29/04/2020,bmw
1621,BMW X5,2020,1,0,0,0,1,0,5659,47580000,29/04/2020,bmw
1675,BMW X5,2020,1,0,0,1,0,0,9164,44460000,27/04/2020,bmw
1780,BMW X5,2020,1,0,0,1,0,0,1694,62580000,24/04/2020,bmw
1783,BMW X5,2020,1,0,0,1,0,0,1486,46270000,24/04/2020,bmw
1816,BMW X5,2013,1,0,0,1,0,0,129000,12290000,23/04/2020,bmw
2244,BMW X5,2020,1,0,0,1,0,0,15605,44460000,06/04/2020,bmw
3069,BMW X5,2011,1,0,0,1,0,0,112000,12500000,14/03/2020,bmw
3179,BMW X5,2016,1,0,0,0,1,0,160870,21900000,11/03/2020,bmw
3185,BMW X5,2016,1,0,0,0,1,0,44784,21960000,11/03/2020,bmw
3247,BMW X5,2018,1,0,0,1,0,0,36738,29990000,10/03/2020,bmw
3248,BMW X5,2018,1,0,0,0,1,0,23829,34560000,10/03/2020,bmw
356,BMW X6,2019,1,0,0,1,0,0,5500,44770000,19/06/2020,bmw
